Id,Date,Close,開市,高,低,成交量,升跌（%）
1563.00 ,2021年12月23日,50801.00 ,"48,599.60","51,355.60","48,053.40",56.24K,4.53%
1562.00 ,2021年12月22日,48599.70 ,"48,898.70","49,540.30","48,449.70",40.89K,-0.62%
1561.00 ,2021年12月21日,48902.00 ,"46,900.10","49,306.10","46,654.00",57.88K,4.28%
1560.00 ,2021年12月20日,46895.20 ,"46,703.40","47,488.90","45,577.30",57.53K,0.41%
1559.00 ,2021年12月19日,46704.50 ,"46,855.70","48,270.20","46,438.40",44.05K,-0.32%
1558.00 ,2021年12月18日,46856.20 ,"46,171.80","47,330.20","45,513.40",36.93K,1.48%
1557.00 ,2021年12月17日,46172.20 ,"47,630.40","47,997.20","45,523.80",67.50K,-3.06%
1556.00 ,2021年12月16日,47628.20 ,"48,876.60","49,387.80","47,543.90",48.20K,-2.54%
1555.00 ,2021年12月15日,48871.50 ,"48,366.20","49,477.90","46,572.60",80.28K,1.04%
1554.00 ,2021年12月14日,48366.50 ,"46,709.80","48,635.00","46,338.30",62.54K,3.56%
1553.00 ,2021年12月13日,46703.60 ,"50,075.90","50,196.10","45,848.20",80.37K,-6.74%
1552.00 ,2021年12月12日,50081.00 ,"49,332.50","50,779.20","48,670.50",40.30K,1.55%
1551.00 ,2021年12月11日,49314.50 ,"47,138.40","49,487.00","46,834.00",45.23K,4.62%
1550.00 ,2021年12月10日,47137.20 ,"47,591.70","49,974.80","47,007.10",68.06K,-0.97%
1549.00 ,2021年12月9日,47596.60 ,"50,477.60","50,790.20","47,341.90",58.69K,-5.70%
1548.00 ,2021年12月8日,50473.90 ,"50,596.60","51,204.70","48,700.70",55.59K,-0.24%
1547.00 ,2021年12月7日,50595.20 ,"50,547.40","51,918.60","50,070.90",56.29K,0.07%
1546.00 ,2021年12月6日,50562.10 ,"49,412.10","50,913.30","47,237.90",89.68K,2.34%
1545.00 ,2021年12月5日,49405.50 ,"49,196.40","49,689.30","47,797.80",72.03K,0.43%
1544.00 ,2021年12月4日,49195.20 ,"53,620.70","53,847.20","42,587.80",168.00K,-8.27%
1543.00 ,2021年12月3日,53631.50 ,"56,495.20","57,543.60","52,008.90",89.20K,-5.07%
1542.00 ,2021年12月2日,56496.00 ,"57,207.80","57,377.50","55,807.90",54.94K,-1.25%
1541.00 ,2021年12月1日,57210.30 ,"56,891.70","59,064.30","56,496.50",66.75K,0.58%
1540.00 ,2021年11月30日,56882.90 ,"57,795.20","59,174.40","55,936.90",73.66K,-1.58%
1539.00 ,2021年11月29日,57794.80 ,"57,288.10","58,855.20","56,726.70",58.65K,0.88%
1538.00 ,2021年11月28日,57291.50 ,"54,758.00","57,392.30","53,448.30",49.28K,4.61%
1537.00 ,2021年11月27日,54765.90 ,"53,747.20","55,280.30","53,654.30",40.71K,1.93%
1536.00 ,2021年11月26日,53730.90 ,"58,937.30","59,151.10","53,533.50",104.03K,-8.83%
1535.00 ,2021年11月25日,58935.10 ,"57,167.10","59,387.30","57,029.80",56.79K,3.08%
1534.00 ,2021年11月24日,57171.70 ,"57,559.40","57,697.40","55,910.60",56.68K,-0.70%
1533.00 ,2021年11月23日,57573.20 ,"56,304.80","57,855.10","55,542.50",72.48K,2.25%
1532.00 ,2021年11月22日,56308.80 ,"58,719.70","59,288.30","55,656.80",76.45K,-4.10%
1531.00 ,2021年11月21日,58714.30 ,"59,724.00","60,002.60","58,528.30",40.98K,-1.68%
1530.00 ,2021年11月20日,59717.60 ,"58,080.80","59,854.60","57,435.30",44.53K,2.81%
1529.00 ,2021年11月19日,58083.40 ,"56,908.30","58,335.90","55,626.30",74.44K,1.98%
1528.00 ,2021年11月18日,56955.30 ,"60,368.20","60,936.90","56,524.40",100.37K,-5.65%
1527.00 ,2021年11月17日,60367.80 ,"60,074.20","60,814.50","58,531.90",73.93K,0.46%
1526.00 ,2021年11月16日,60089.10 ,"63,605.10","63,605.60","58,655.90",115.36K,-5.52%
1525.00 ,2021年11月15日,63597.90 ,"65,514.90","66,311.20","63,439.50",53.53K,-2.92%
1524.00 ,2021年11月14日,65508.20 ,"64,397.20","65,508.20","63,608.30",33.98K,1.72%
1523.00 ,2021年11月13日,64398.60 ,"64,133.30","64,906.00","63,381.40",30.34K,0.41%
1522.00 ,2021年11月12日,64134.50 ,"64,782.60","65,449.70","62,309.70",63.27K,-1.04%
1521.00 ,2021年11月11日,64806.70 ,"64,922.80","65,583.30","64,121.90",50.37K,-0.19%
1520.00 ,2021年11月10日,64932.60 ,"66,942.60","68,990.60","62,951.30",96.21K,-2.95%
1519.00 ,2021年11月9日,66904.40 ,"67,528.70","68,493.30","66,334.90",66.13K,-0.92%
1518.00 ,2021年11月8日,67527.90 ,"63,276.40","67,763.30","63,276.40",81.08K,6.72%
1517.00 ,2021年11月7日,63273.20 ,"61,483.80","63,273.20","61,347.20",34.34K,2.91%
1516.00 ,2021年11月6日,61483.90 ,"60,973.20","61,543.20","60,093.60",34.89K,0.84%
1515.00 ,2021年11月5日,60974.30 ,"61,411.50","62,560.30","60,742.40",44.46K,-0.71%
1514.00 ,2021年11月4日,61412.60 ,"62,915.40","63,077.60","60,742.90",49.91K,-2.39%
1513.00 ,2021年11月3日,62918.50 ,"63,223.50","63,508.60","60,883.00",61.05K,-0.48%
1512.00 ,2021年11月2日,63221.70 ,"60,912.20","64,256.40","60,651.50",65.26K,3.79%
1511.00 ,2021年11月1日,60915.30 ,"61,310.10","62,430.10","59,612.70",61.21K,-0.64%
1510.00 ,2021年10月31日,61309.60 ,"61,842.20","62,393.70","60,005.70",50.06K,-0.86%
1509.00 ,2021年10月30日,61840.10 ,"62,245.00","62,338.50","60,786.00",40.51K,-0.65%
1508.00 ,2021年10月29日,62242.80 ,"60,579.90","62,952.20","60,322.20",63.39K,2.74%
1507.00 ,2021年10月28日,60582.50 ,"58,437.20","62,251.30","58,128.10",88.47K,3.67%
1506.00 ,2021年10月27日,58438.10 ,"60,312.50","61,452.90","58,112.60",88.11K,-3.11%
1505.00 ,2021年10月26日,60310.80 ,"63,067.50","63,275.10","59,907.30",57.13K,-4.37%
1504.00 ,2021年10月25日,63067.00 ,"60,864.30","63,694.80","60,655.80",51.06K,3.62%
1503.00 ,2021年10月24日,60866.50 ,"61,308.20","61,469.90","59,523.70",42.67K,-0.73%
1502.00 ,2021年10月23日,61312.50 ,"60,693.20","61,728.70","59,738.30",37.05K,1.03%
1501.00 ,2021年10月22日,60690.30 ,"62,200.80","63,699.70","60,055.70",75.69K,-2.44%
1500.00 ,2021年10月21日,62210.20 ,"66,004.60","66,616.90","62,092.10",105.38K,-5.71%
1499.00 ,2021年10月20日,65979.10 ,"64,276.90","66,967.10","63,543.70",79.87K,2.65%
1498.00 ,2021年10月19日,64278.50 ,"62,030.20","64,454.00","61,451.00",80.16K,3.58%
1497.00 ,2021年10月18日,62056.30 ,"61,525.80","62,623.60","60,026.90",80.15K,0.86%
1496.00 ,2021年10月17日,61527.50 ,"60,865.50","61,651.40","59,143.40",53.39K,1.09%
1495.00 ,2021年10月16日,60861.10 ,"61,669.20","62,329.20","60,161.90",49.93K,-1.32%
1494.00 ,2021年10月15日,61672.50 ,"57,348.20","62,892.80","56,874.80",121.48K,7.54%
1493.00 ,2021年10月14日,57345.80 ,"57,370.40","58,506.50","56,866.80",59.84K,-0.06%
1492.00 ,2021年10月13日,57380.10 ,"56,014.50","57,697.40","54,314.40",73.62K,2.44%
1491.00 ,2021年10月12日,56015.90 ,"57,480.60","57,635.70","54,155.40",74.85K,-2.54%
1490.00 ,2021年10月11日,57477.30 ,"54,686.90","57,814.10","54,457.80",73.84K,5.10%
1489.00 ,2021年10月10日,54687.70 ,"54,942.50","56,432.20","54,100.80",104.43K,-0.46%
1488.00 ,2021年10月9日,54942.50 ,"53,924.10","55,430.80","53,711.70",64.65K,1.91%
1487.00 ,2021年10月8日,53914.70 ,"53,785.50","55,977.90","53,659.30",64.05K,0.24%
1486.00 ,2021年10月7日,53783.90 ,"55,325.20","55,325.60","53,476.40",75.68K,-2.78%
1485.00 ,2021年10月6日,55323.20 ,"51,470.00","55,676.10","50,439.50",116.26K,7.49%
1484.00 ,2021年10月5日,51469.30 ,"49,229.50","51,872.40","49,060.10",76.63K,4.55%
1483.00 ,2021年10月4日,49227.30 ,"48,200.40","49,481.70","46,958.60",66.92K,2.13%
1482.00 ,2021年10月3日,48200.10 ,"47,665.40","49,165.20","47,123.00",42.41K,1.12%
1481.00 ,2021年10月2日,47666.90 ,"48,147.20","48,306.90","47,451.70",39.82K,-1.00%
1480.00 ,2021年10月1日,48146.00 ,"43,824.40","48,435.20","43,292.90",94.66K,9.86%
1479.00 ,2021年9月30日,43823.30 ,"41,534.50","44,101.20","41,416.70",64.32K,5.50%
1478.00 ,2021年9月29日,41536.80 ,"41,023.10","42,571.20","40,815.00",48.21K,1.25%
1477.00 ,2021年9月28日,41022.30 ,"42,169.90","42,758.80","40,906.40",60.01K,-2.73%
1476.00 ,2021年9月27日,42172.60 ,"43,200.90","44,293.20","42,143.90",54.12K,-2.39%
1475.00 ,2021年9月26日,43203.40 ,"42,685.80","43,907.30","40,786.60",69.91K,1.21%
1474.00 ,2021年9月25日,42686.80 ,"42,818.70","42,959.30","41,714.50",46.35K,-0.31%
1473.00 ,2021年9月24日,42819.90 ,"44,867.40","45,112.00","40,908.50",128.88K,-4.57%
1472.00 ,2021年9月23日,44869.20 ,"43,550.70","44,949.80","43,090.10",74.54K,3.03%
1471.00 ,2021年9月22日,43551.60 ,"40,660.80","43,976.70","40,585.70",93.98K,7.13%
1470.00 ,2021年9月21日,40651.30 ,"43,012.30","43,619.30","39,646.80",142.55K,-5.18%
1469.00 ,2021年9月20日,42870.60 ,"47,240.80","47,323.90","42,547.10",77.96K,-9.25%
1468.00 ,2021年9月19日,47238.70 ,"48,299.90","48,341.90","46,866.60",41.98K,-2.21%
1467.00 ,2021年9月18日,48306.70 ,"47,283.90","48,761.00","47,070.50",43.64K,2.17%
1466.00 ,2021年9月17日,47282.80 ,"47,748.20","48,155.90","46,788.80",50.16K,-0.97%
1465.00 ,2021年9月16日,47748.00 ,"48,132.30","48,480.60","47,040.30",60.91K,-0.80%
1464.00 ,2021年9月15日,48130.60 ,"47,070.80","48,436.50","46,743.90",63.40K,2.24%
1463.00 ,2021年9月14日,47077.50 ,"44,950.20","47,247.60","44,718.70",65.33K,4.73%
1462.00 ,2021年9月13日,44949.50 ,"46,060.80","46,807.70","43,463.20",96.15K,-2.42%
1461.00 ,2021年9月12日,46062.30 ,"45,162.60","46,386.40","44,755.20",44.52K,1.99%
1460.00 ,2021年9月11日,45161.90 ,"44,844.90","45,975.60","44,766.60",41.58K,0.71%
1459.00 ,2021年9月10日,44842.80 ,"46,385.90","47,021.60","44,283.60",75.62K,-3.33%
1458.00 ,2021年9月9日,46385.60 ,"46,057.60","47,305.70","45,609.00",73.63K,0.70%
1457.00 ,2021年9月8日,46061.40 ,"46,774.10","47,316.90","44,493.70",100.48K,-1.54%
1456.00 ,2021年9月7日,46779.60 ,"52,674.20","52,885.30","43,072.40",187.56K,-11.19%
1455.00 ,2021年9月6日,52672.10 ,"51,769.40","52,726.20","51,002.80",69.46K,1.75%
1454.00 ,2021年9月5日,51768.60 ,"49,918.70","51,878.20","49,492.40",57.30K,3.71%
1453.00 ,2021年9月4日,49918.40 ,"49,999.30","50,534.60","49,461.40",48.14K,-0.16%
1452.00 ,2021年9月3日,49999.00 ,"49,269.50","51,008.80","48,377.30",88.08K,1.47%
1451.00 ,2021年9月2日,49274.30 ,"48,817.80","50,355.30","48,612.90",80.21K,0.93%
1450.00 ,2021年9月1日,48819.40 ,"47,129.20","49,121.00","46,533.10",74.38K,3.58%
1449.00 ,2021年8月31日,47130.40 ,"46,989.10","48,217.00","46,709.30",71.48K,0.29%
1448.00 ,2021年8月30日,46992.70 ,"48,777.10","48,886.00","46,876.90",61.68K,-3.66%
1447.00 ,2021年8月29日,48777.40 ,"48,899.70","49,621.70","47,870.10",47.62K,-0.24%
1446.00 ,2021年8月28日,48897.10 ,"49,062.80","49,289.40","48,428.50",36.73K,-0.34%
1445.00 ,2021年8月27日,49064.30 ,"46,830.20","49,142.00","46,371.50",62.47K,4.77%
1444.00 ,2021年8月26日,46831.60 ,"48,994.40","49,347.80","46,360.40",73.79K,-4.41%
1443.00 ,2021年8月25日,48994.50 ,"47,707.40","49,230.20","47,163.30",63.54K,2.68%
1442.00 ,2021年8月24日,47714.70 ,"49,532.50","49,847.40","47,623.60",74.26K,-3.68%
1441.00 ,2021年8月23日,49539.70 ,"49,255.40","50,498.80","49,038.60",75.37K,0.58%
1440.00 ,2021年8月22日,49254.50 ,"48,870.40","49,480.30","48,151.00",49.32K,0.77%
1439.00 ,2021年8月21日,48875.80 ,"49,330.00","49,719.10","48,293.50",18.20K,-0.91%
1438.00 ,2021年8月20日,49324.00 ,"46,756.70","49,343.30","46,646.80",83.19K,5.49%
1437.00 ,2021年8月19日,46755.90 ,"44,725.90","47,012.30","43,986.70",77.92K,4.54%
1436.00 ,2021年8月18日,44723.80 ,"44,691.10","46,004.90","44,230.00",22.36K,0.07%
1435.00 ,2021年8月17日,44691.60 ,"45,907.50","47,140.60","44,441.30",84.14K,-2.84%
1434.00 ,2021年8月16日,45996.30 ,"46,991.60","48,002.40","45,672.10",2.41K,-2.12%
1433.00 ,2021年8月15日,46991.30 ,"47,082.60","47,344.10","45,564.10",58.11K,-0.19%
1432.00 ,2021年8月14日,47081.50 ,"47,809.60","48,090.90","46,117.20",64.29K,-1.52%
1431.00 ,2021年8月13日,47809.10 ,"44,404.00","47,836.00","44,242.40",75.27K,7.67%
1430.00 ,2021年8月12日,44403.40 ,"45,562.30","46,213.80","43,814.70",81.07K,-2.55%
1429.00 ,2021年8月11日,45564.30 ,"45,593.20","46,736.50","45,367.90",75.43K,-0.06%
1428.00 ,2021年8月10日,45593.80 ,"46,281.80","46,663.40","44,681.20",80.55K,-1.49%
1427.00 ,2021年8月9日,46284.30 ,"43,794.90","46,460.70","42,824.10",117.08K,5.69%
1426.00 ,2021年8月8日,43792.80 ,"44,584.90","45,284.10","43,314.40",105.25K,-1.84%
1425.00 ,2021年8月7日,44614.20 ,"42,784.70","44,697.30","42,611.00",112.84K,4.25%
1424.00 ,2021年8月6日,42795.40 ,"40,868.40","43,253.40","39,905.40",111.93K,4.72%
1423.00 ,2021年8月5日,40867.20 ,"39,734.40","41,366.30","37,365.40",130.60K,2.84%
1422.00 ,2021年8月4日,39736.90 ,"38,188.40","39,956.50","37,556.00",79.22K,4.21%
1421.00 ,2021年8月3日,38130.30 ,"39,167.40","39,766.60","37,688.20",0.26K,-2.65%
1420.00 ,2021年8月2日,39168.40 ,"39,869.80","40,449.00","38,692.50",74.81K,-1.78%
1419.00 ,2021年8月1日,39878.30 ,"41,510.00","42,565.00","39,556.50",80.33K,-4.03%
1418.00 ,2021年7月31日,41553.70 ,"42,201.40","42,285.30","41,066.40",44.65K,-1.54%
1417.00 ,2021年7月30日,42203.40 ,"40,001.10","42,264.40","38,358.40",98.45K,5.50%
1416.00 ,2021年7月29日,40001.40 ,"40,009.00","40,630.70","39,340.80",75.30K,0.00%
1415.00 ,2021年7月28日,40003.20 ,"39,450.40","40,862.20","38,883.80",148.92K,1.40%
1414.00 ,2021年7月27日,39452.00 ,"37,294.30","39,455.90","36,427.40",100.24K,5.84%
1413.00 ,2021年7月26日,37276.60 ,"35,392.30","40,522.90","35,236.70",177.63K,5.33%
1412.00 ,2021年7月25日,35391.10 ,"34,392.50","35,391.10","33,881.30",65.10K,4.63%
1411.00 ,2021年7月24日,33824.80 ,"33,600.50","33,955.00","33,412.90",67.14K,0.66%
1410.00 ,2021年7月23日,33603.30 ,"32,297.90","33,605.60","32,041.10",66.15K,4.04%
1409.00 ,2021年7月22日,32298.90 ,"32,131.70","32,585.40","31,729.40",64.87K,0.52%
1408.00 ,2021年7月21日,32131.40 ,"29,794.70","32,794.60","29,519.30",118.34K,7.85%
1407.00 ,2021年7月20日,29793.80 ,"30,835.40","31,040.80","29,310.20",97.46K,-3.38%
1406.00 ,2021年7月19日,30837.20 ,"31,782.90","31,887.00","30,478.20",77.48K,-2.98%
1405.00 ,2021年7月18日,31785.40 ,"31,517.90","32,408.20","31,220.60",57.01K,0.85%
1404.00 ,2021年7月17日,31518.60 ,"31,384.40","31,914.80","31,207.80",58.06K,0.40%
1403.00 ,2021年7月16日,31394.00 ,"31,842.30","32,239.80","31,062.20",70.48K,-1.40%
1402.00 ,2021年7月15日,31840.50 ,"32,820.50","33,157.00","31,175.80",76.95K,-2.99%
1401.00 ,2021年7月14日,32820.70 ,"32,727.80","33,051.90","31,611.20",69.56K,0.28%
1400.00 ,2021年7月13日,32728.10 ,"33,106.10","33,307.70","32,259.50",60.04K,-1.16%
1399.00 ,2021年7月12日,33113.00 ,"34,228.30","34,598.00","32,662.80",63.24K,-3.26%
1398.00 ,2021年7月11日,34227.70 ,"33,510.80","34,580.60","33,319.80",35.72K,2.14%
1397.00 ,2021年7月10日,33510.60 ,"33,797.70","34,221.00","33,056.80",50.94K,-0.85%
1396.00 ,2021年7月9日,33797.40 ,"32,866.30","34,079.20","32,367.00",67.14K,2.83%
1395.00 ,2021年7月8日,32866.30 ,"33,859.40","33,923.20","32,146.90",108.09K,-2.96%
1394.00 ,2021年7月7日,33867.80 ,"34,228.70","35,036.60","33,801.30",72.03K,-1.05%
1393.00 ,2021年7月6日,34225.60 ,"33,688.50","35,062.00","33,581.70",83.63K,1.60%
1392.00 ,2021年7月5日,33687.80 ,"35,297.00","35,300.50","33,164.10",88.36K,-4.56%
1391.00 ,2021年7月4日,35298.20 ,"34,742.80","35,957.60","34,740.10",56.13K,1.60%
1390.00 ,2021年7月3日,34742.80 ,"33,814.20","34,909.80","33,363.30",55.69K,2.75%
1389.00 ,2021年7月2日,33813.40 ,"33,542.20","33,925.90","32,734.60",78.93K,0.80%
1388.00 ,2021年7月1日,33543.60 ,"35,030.70","35,032.70","32,839.20",27.41K,-4.23%
1387.00 ,2021年6月30日,35026.90 ,"35,832.60","36,089.50","34,126.60",107.07K,-2.25%
1386.00 ,2021年6月29日,35834.70 ,"34,477.30","36,590.30","34,247.60",97.27K,3.94%
1385.00 ,2021年6月28日,34475.90 ,"34,682.20","35,231.20","33,944.90",112.00K,-0.58%
1384.00 ,2021年6月27日,34678.50 ,"32,247.10","34,685.50","32,041.70",148.80K,7.55%
1383.00 ,2021年6月26日,32243.40 ,"31,592.10","32,643.00","30,206.90",156.67K,2.06%
1382.00 ,2021年6月25日,31594.00 ,"34,660.50","35,490.90","31,337.90",193.43K,-8.86%
1381.00 ,2021年6月24日,34665.80 ,"33,678.10","35,249.90","32,356.70",119.25K,2.94%
1380.00 ,2021年6月23日,33674.30 ,"32,498.30","34,784.30","31,736.50",173.34K,3.62%
1379.00 ,2021年6月22日,32496.40 ,"31,682.70","33,272.50","28,901.80",309.65K,2.54%
1378.00 ,2021年6月21日,31692.00 ,"35,597.90","35,708.40","31,284.10",256.87K,-10.97%
1377.00 ,2021年6月20日,35595.80 ,"35,510.90","36,097.90","33,378.00",137.48K,0.23%
1376.00 ,2021年6月19日,35513.40 ,"35,770.00","36,357.30","34,845.50",105.46K,-0.66%
1375.00 ,2021年6月18日,35749.40 ,"38,045.50","38,166.00","35,198.50",102.84K,-6.05%
1374.00 ,2021年6月17日,38052.00 ,"38,337.80","39,529.90","37,425.30",109.58K,-0.74%
1373.00 ,2021年6月16日,38336.00 ,"40,148.10","40,494.40","38,156.40",123.52K,-4.53%
1372.00 ,2021年6月15日,40156.10 ,"40,522.50","41,318.00","39,589.90",117.55K,-0.92%
1371.00 ,2021年6月14日,40529.40 ,"39,024.10","40,970.40","38,769.90",157.35K,3.86%
1370.00 ,2021年6月13日,39022.90 ,"35,467.50","39,321.60","34,827.00",123.32K,10.02%
1369.00 ,2021年6月12日,35467.50 ,"37,334.40","37,437.30","34,703.30",87.73K,-4.95%
1368.00 ,2021年6月11日,37314.60 ,"36,654.30","37,641.10","36,003.30",109.15K,1.81%
1367.00 ,2021年6月10日,36649.40 ,"37,375.20","38,340.80","35,824.00",154.32K,-1.83%
1366.00 ,2021年6月9日,37332.20 ,"33,385.50","37,517.60","32,428.60",209.82K,11.83%
1365.00 ,2021年6月8日,33382.90 ,"33,574.60","34,047.80","31,158.10",193.54K,-0.58%
1364.00 ,2021年6月7日,33578.00 ,"35,815.40","36,754.60","33,410.10",119.50K,-6.25%
1363.00 ,2021年6月6日,35815.40 ,"35,518.70","36,434.00","35,265.30",62.20K,0.83%
1362.00 ,2021年6月5日,35520.00 ,"36,841.20","37,887.60","34,832.00",101.48K,-3.61%
1361.00 ,2021年6月4日,36851.30 ,"39,191.40","39,255.40","35,659.90",127.71K,-5.96%
1360.00 ,2021年6月3日,39187.30 ,"37,555.70","39,462.30","37,193.60",106.44K,4.34%
1359.00 ,2021年6月2日,37555.80 ,"36,687.70","38,199.90","35,981.10",96.89K,2.37%
1358.00 ,2021年6月1日,36687.60 ,"37,294.30","37,850.30","35,742.70",113.48K,-1.64%
1357.00 ,2021年5月31日,37298.60 ,"35,644.00","37,480.70","34,213.20",131.70K,4.62%
1356.00 ,2021年5月30日,35652.80 ,"34,589.30","36,388.60","33,441.00",104.18K,3.09%
1355.00 ,2021年5月29日,34584.60 ,"35,664.50","37,227.10","33,664.20",160.43K,-3.02%
1354.00 ,2021年5月28日,35662.50 ,"38,543.20","38,844.10","34,772.40",199.58K,-7.17%
1353.00 ,2021年5月27日,38417.30 ,"39,249.00","40,322.20","37,190.80",122.93K,-2.12%
1352.00 ,2021年5月26日,39249.20 ,"38,375.70","40,750.00","37,847.00",153.80K,2.27%
1351.00 ,2021年5月25日,38378.30 ,"38,753.60","39,740.80","36,540.70",163.01K,-0.96%
1350.00 ,2021年5月24日,38750.60 ,"34,720.30","39,851.70","34,474.60",244.88K,11.74%
1349.00 ,2021年5月23日,34679.70 ,"37,446.80","38,248.70","31,192.40",325.73K,-7.39%
1348.00 ,2021年5月22日,37448.30 ,"37,291.00","38,776.00","35,314.90",185.83K,0.40%
1347.00 ,2021年5月21日,37297.40 ,"40,611.20","42,108.30","33,592.30",315.50K,-8.40%
1346.00 ,2021年5月20日,40717.20 ,"36,706.80","42,425.90","35,010.40",269.75K,10.88%
1345.00 ,2021年5月19日,36720.50 ,"42,898.30","43,516.60","30,261.70",607.10K,-14.40%
1344.00 ,2021年5月18日,42897.30 ,"43,538.50","45,770.90","42,293.90",154.96K,-1.48%
1343.00 ,2021年5月17日,43541.30 ,"46,424.20","46,545.40","42,201.50",274.76K,-6.21%
1342.00 ,2021年5月16日,46426.40 ,"46,729.30","49,764.30","43,920.80",180.07K,-0.60%
1341.00 ,2021年5月15日,46708.80 ,"49,839.10","50,640.90","46,650.20",131.91K,-6.28%
1340.00 ,2021年5月14日,49839.80 ,"49,704.90","51,459.20","48,874.00",118.84K,0.27%
1339.00 ,2021年5月13日,49704.60 ,"49,398.20","51,337.30","46,331.10",236.71K,0.65%
1338.00 ,2021年5月12日,49384.20 ,"56,694.50","57,938.50","49,187.00",160.74K,-12.90%
1337.00 ,2021年5月11日,56695.70 ,"55,846.10","56,871.10","54,550.40",96.47K,1.52%
1336.00 ,2021年5月10日,55848.90 ,"58,251.20","59,523.90","53,678.30",142.61K,-4.10%
1335.00 ,2021年5月9日,58238.30 ,"58,840.60","59,227.00","56,414.40",103.59K,-1.02%
1334.00 ,2021年5月8日,58840.10 ,"57,330.30","59,471.10","56,972.20",101.27K,2.62%
1333.00 ,2021年5月7日,57337.20 ,"56,411.40","58,639.30","55,300.10",110.01K,1.65%
1332.00 ,2021年5月6日,56405.40 ,"57,441.00","58,364.90","55,294.50",109.02K,-1.80%
1331.00 ,2021年5月5日,57441.30 ,"53,872.50","57,936.40","53,872.50",119.82K,6.88%
1330.00 ,2021年5月4日,53741.50 ,"57,170.60","57,201.30","53,741.50",132.33K,-6.00%
1329.00 ,2021年5月3日,57169.80 ,"56,605.80","58,925.10","56,562.40",89.24K,1.00%
1328.00 ,2021年5月2日,56603.80 ,"57,807.20","57,868.40","56,110.50",53.61K,-2.08%
1327.00 ,2021年5月1日,57807.10 ,"57,719.10","58,449.40","57,029.50",63.41K,0.15%
1326.00 ,2021年4月30日,57720.30 ,"53,562.30","57,925.60","53,088.70",103.74K,7.77%
1325.00 ,2021年4月29日,53560.80 ,"54,838.60","55,173.70","52,400.00",83.90K,-2.34%
1324.00 ,2021年4月28日,54841.40 ,"55,036.00","56,419.90","53,876.40",86.96K,-0.35%
1323.00 ,2021年4月27日,55036.50 ,"54,011.10","55,427.80","53,345.00",84.08K,1.88%
1322.00 ,2021年4月26日,54020.50 ,"48,963.50","54,320.90","48,815.90",129.76K,10.33%
1321.00 ,2021年4月25日,48963.60 ,"50,088.20","50,532.40","47,098.50",59.20K,-2.25%
1320.00 ,2021年4月24日,50088.90 ,"51,140.80","51,183.00","48,775.20",82.25K,-2.06%
1319.00 ,2021年4月23日,51143.60 ,"51,707.10","52,099.90","47,659.40",214.46K,-1.13%
1318.00 ,2021年4月22日,51729.50 ,"53,821.30","55,408.40","50,590.90",168.13K,-3.88%
1317.00 ,2021年4月21日,53820.20 ,"56,479.50","56,764.40","53,657.60",100.26K,-4.71%
1316.00 ,2021年4月20日,56483.20 ,"55,645.10","57,054.90","53,422.50",115.49K,1.50%
1315.00 ,2021年4月19日,55646.10 ,"56,208.10","57,517.00","54,272.30",117.51K,-1.00%
1314.00 ,2021年4月18日,56207.10 ,"60,043.20","60,362.10","51,817.60",216.81K,-6.39%
1313.00 ,2021年4月17日,60041.90 ,"61,358.30","62,509.10","59,672.10",84.08K,-2.18%
1312.00 ,2021年4月16日,61379.70 ,"63,211.60","63,518.50","60,027.30",136.85K,-2.90%
1311.00 ,2021年4月15日,63216.00 ,"62,978.60","63,729.10","62,067.50",76.97K,0.37%
1310.00 ,2021年4月14日,62980.40 ,"63,544.20","64,778.00","61,366.30",130.43K,-0.88%
1309.00 ,2021年4月13日,63540.90 ,"59,863.60","63,659.00","59,839.40",126.56K,6.14%
1308.00 ,2021年4月12日,59863.80 ,"59,982.10","61,259.90","59,569.20",81.88K,-0.19%
1307.00 ,2021年4月11日,59978.70 ,"59,772.40","60,667.10","59,250.30",58.20K,0.39%
1306.00 ,2021年4月10日,59748.40 ,"58,127.40","61,229.00","57,900.00",103.72K,2.80%
1305.00 ,2021年4月9日,58118.70 ,"58,076.80","58,890.90","57,686.00",59.22K,0.07%
1304.00 ,2021年4月8日,58077.40 ,"55,948.00","58,136.70","55,721.60",64.78K,3.80%
1303.00 ,2021年4月7日,55948.70 ,"57,996.30","58,627.70","55,489.30",110.69K,-3.53%
1302.00 ,2021年4月6日,57996.30 ,"59,169.00","59,487.00","57,403.30",77.15K,-1.69%
1301.00 ,2021年4月5日,58993.40 ,"58,202.30","59,205.10","56,842.70",54.13K,1.36%
1300.00 ,2021年4月4日,58199.90 ,"57,059.70","58,464.80","56,470.60",57.21K,2.00%
1299.00 ,2021年4月3日,57059.90 ,"58,976.80","59,770.50","56,906.70",68.74K,-3.25%
1298.00 ,2021年4月2日,58977.30 ,"58,718.20","60,134.90","58,466.50",72.37K,0.44%
1297.00 ,2021年4月1日,58718.30 ,"58,763.20","59,406.50","58,040.70",69.04K,-0.08%
1296.00 ,2021年3月31日,58763.70 ,"58,771.40","59,795.60","56,991.60",98.06K,-0.01%
1295.00 ,2021年3月30日,58771.30 ,"57,614.60","59,366.90","57,077.10",86.21K,2.00%
1294.00 ,2021年3月29日,57616.20 ,"55,764.70","58,392.60","54,951.10",107.91K,3.32%
1293.00 ,2021年3月28日,55765.20 ,"55,856.90","56,504.20","54,711.30",58.71K,-0.17%
